id_user,timestamp,source,message,category
13073,12/8/2024,livechat,"""Doesn't really matter whether I bet main bet or not""",Irrelevant/Other
13137,12/8/2024,livechat,"""How can I bet the sidebar while playing infinite blackjack""",Irrelevant/Other
234,12/8/2024,telegram,"""nevermind. I figured it out ! sorry!""",Irrelevant/Other
13542,12/8/2024,livechat,"""O I see thank you for you time""",Irrelevant/Other
2787,12/8/2024,livechat,"""too full too old""",Irrelevant/Other
13546,12/8/2024,livechat,"""Please send me to lisa""",Irrelevant/Other
13248,12/8/2024,livechat,"""That’s going to take a while""",Irrelevant/Other
12995,12/8/2024,livechat,"""Alright thank you very much""",Irrelevant/Other
13391,12/9/2024,livechat,"""My money is missing off my account. I wanna know why.""",Account/Login Issues
12735,12/9/2024,livechat,"""It says expired but i never recieved that bonus t""",Bonuses/Promotions Issues
1283,12/9/2024,livechat,"""Jmos mynmai m mao .ynmai""",Irrelevant/Other
12119,12/9/2024,livechat,"""No it didn’t work""",Irrelevant/Other
825,12/9/2024,livechat,"""It is on all the games""",Gameplay/Technical Issues
12767,12/9/2024,livechat,"""that should of meet the requirements""",Irrelevant/Other
12200,12/9/2024,livechat,"""clearly I didn’t know much about this website or how to cash out even""",Irrelevant/Other
854,12/9/2024,livechat,"""It has been pending since 27th November""",Irrelevant/Other
12163,12/9/2024,livechat,"""Can you tell me if my bit coin went thro""",Irrelevant/Other
4038,12/9/2024,livechat,"""When I first started with your casino I had no problems with the money but now I have paid many many transactions where u are taking American dollars instead of nz""",Irrelevant/Other
361,12/9/2024,telegram,"""Why does my deposit address say private now""",Deposit/Payment Issues
1760,12/9/2024,livechat,"""can  you answer my questiuon please""",Irrelevant/Other
13419,12/9/2024,livechat,"""Hi did you receive my bitcoin deposit?""",Deposit/Payment Issues
3038,12/9/2024,livechat,"""If anything I should be on level 3 by now""",Irrelevant/Other
12208,12/9/2024,livechat,"""I did all I was asked to""",Irrelevant/Other
12481,12/9/2024,livechat,"""as a means to take what I. Have?""",Irrelevant/Other
13311,12/9/2024,livechat,"""ill report it then""",Irrelevant/Other
12213,12/9/2024,livechat,"""it switched from bonus""",Bonuses/Promotions Issues
13643,12/9/2024,livechat,"""yes please .""",Irrelevant/Other
12,12/9/2024,telegram,"""I can’t access the spins my man""",Account/Login Issues
12,12/9/2024,telegram,"""I can’t find them in the game""",Gameplay/Technical Issues
12612,12/9/2024,livechat,"""most of the time it saves where you left off""",Irrelevant/Other
12593,12/9/2024,livechat,"""I’m still trying to sort the free spins""",Bonuses/Promotions Issues
12952,12/9/2024,livechat,"""is less that the 30 dollars I deposited""",Deposit/Payment Issues
12575,12/9/2024,livechat,"""Nobody is linked""",Irrelevant/Other
2987,12/9/2024,livechat,"""I didn't use any bonuses or any s*** like that there should not be any wagering restrictions on my cash out""",Bonuses/Promotions Issues
13313,12/9/2024,livechat,"""I think I need a new password""",Account/Login Issues
12260,12/9/2024,livechat,"""Ok I'm ready for my Monday reload to be manually added""",Irrelevant/Other
12936,12/9/2024,livechat,"""Nope tell me what games I played with it please""",Gameplay/Technical Issues
13102,12/9/2024,livechat,"""how are people gonna return for action like this""",Irrelevant/Other
12397,12/9/2024,livechat,"""Hello, I made a deposit a few minutes ago. The money has already gone from my MiFinity account, but the money has not yet been credited to my player account.""",Account/Login Issues
13476,12/9/2024,livechat,"""No credit though""",Irrelevant/Other
13099,12/9/2024,livechat,"""Maaan ok I'll go to another casino in the meantime.""",Irrelevant/Other
13391,12/9/2024,livechat,"""hi want to be signed out an blocked""",Irrelevant/Other
13144,12/9/2024,livechat,"""do I have to tell you the situation or do you know already""",Irrelevant/Other
12651,12/9/2024,livechat,"""i am using your site more than year…""",Irrelevant/Other
13539,12/9/2024,livechat,"""I have completed everything use have asked for""",Irrelevant/Other
12805,12/9/2024,livechat,"""i try to make many depositum you Take my money from bank account but i recive anitihing on game account""",Account/Login Issues
647,12/9/2024,livechat,"""Hello this games is frozen on me""",Gameplay/Technical Issues
7949,12/9/2024,livechat,"""It was maybe 12 to 17 spins on plinko it was right after I complained about losing the $300 for canceling my Monday bonus""",Bonuses/Promotions Issues
12268,12/9/2024,livechat,"""ok, I choose the bank transfer option, what do I have to send?""",Withdrawal/Cashout Issues
13570,12/9/2024,livechat,"""of my deposit""",Deposit/Payment Issues
12642,12/9/2024,livechat,"""I was using this site for more than a year. I think you had time to help me""",Irrelevant/Other
13222,12/9/2024,livechat,"""What do you mean open again in 7 days""",Irrelevant/Other
1917,12/9/2024,livechat,"""I didn't receive""",Irrelevant/Other
12746,12/9/2024,livechat,"""hi can you please help me update my email address?""",Irrelevant/Other
13647,12/9/2024,livechat,"""currently i have more then 300$ of ether if i continue and dont hit the goal this funds or any additional winnings will be lost?""",Deposit/Payment Issues
13484,12/9/2024,livechat,"""for the future if i dont activate the bonus will i be able to  withdraw funds ? Any winnings?""",Deposit/Payment Issues
12706,12/9/2024,livechat,"""I WANT TO TALK TO CUSTOMER SERVICE I DONT REALLY LIKE TO PLAY THESE BONUSEFOR EXACTLY THIS REALSON BUT YOU BLOW UP MY EMAIL AND PRACTICALLY FORCE IT ON THE DEPOSIT AND THEN I HAVE TO WASTE MY TI,ME TRYING TO FIGURE OUT WHAT TO DO TO PLAY THEM AND IT SHOULDNT BE ON ME BECAUSE YOUR THEONE SELLING IT TO THE PLAYERS SO FIGURRE IT OUT AND TELL ME""",Deposit/Payment Issues
12962,12/10/2024,livechat,"""Withdraw *""",Withdrawal/Cashout Issues
12755,12/10/2024,livechat,"""Try to clean the free spins that I have in their little rewards area my freaking account and it just takes me to the game and doesn't allow me to use them so I'm just going to delete it cuz I can't stand that when that happens it happens a lot""",Account/Login Issues
5287,12/10/2024,livechat,"""I never got email verify it""",Account/Login Issues
12615,12/10/2024,livechat,"""\nDecember 3, 2024\nBonus\nWeekly Free Spins Drop NA (NDB)\nStatus\nFinished\nAmount\n20\nWager\n/\nDate Issued\nDec 3, 2024 08:43\nValid Until""",Bonuses/Promotions Issues
13719,12/10/2024,livechat,"""I’m sorry, my bonus code""",Bonuses/Promotions Issues
13651,12/10/2024,livechat,"""BIT20 is the code""",Irrelevant/Other
12903,12/10/2024,livechat,"""you have done it in the past for me""",Irrelevant/Other
12585,12/10/2024,livechat,"""ok hold on""",Irrelevant/Other
2960,12/10/2024,livechat,"""Okay . Hi there. So the VIP thing doesn't say anything on how to become one. I would of thought if I'm playing here and making a couple deposits everyday steadily for a few months now  I would of been invited by mow""",Deposit/Payment Issues
12485,12/10/2024,livechat,"""Yeah take a look on December 8 i never use them 76 free spins thoe""",Bonuses/Promotions Issues
12718,12/10/2024,livechat,"""I would like to know Hello, I would like to know why all the balance was deleted from my account.""",Account/Login Issues
13484,12/10/2024,livechat,"""Is that what possible""",Irrelevant/Other
2563,12/10/2024,livechat,"""Then that's another day's story from another timeline.""",Irrelevant/Other
13539,12/10/2024,livechat,"""Why did it accept it on the other place i entered it then""",Irrelevant/Other
13498,12/10/2024,livechat,"""I got 200x on cash hunt 2x and it said I didn’t. I did.""",Irrelevant/Other
13082,12/10/2024,livechat,"""don’t I need a barcode to put it in my app to get the code?""",Irrelevant/Other
2231,12/10/2024,livechat,"""Yeah I think I will take my time and send the idea to your development team I can with a SWOT analysis.""",Irrelevant/Other
13598,12/10/2024,livechat,"""I send my id photo and proof of address so now what""",Irrelevant/Other
12656,12/10/2024,livechat,"""Seems like you're not going to even check and make sure Steve I have done something wrong or whatever so I guess I will just forget it and just lose the money. It's not very much anyway, so whatever""",Irrelevant/Other
12846,12/10/2024,livechat,"""its still pending""",Irrelevant/Other
12844,12/10/2024,livechat,"""I checked the rewards selection and all the deposits live made have had a similar outcome""",Deposit/Payment Issues
12682,12/10/2024,livechat,"""Hi I requested a cash out this morning and I have yet to receive it""",Irrelevant/Other
13289,12/10/2024,livechat,"""Like the money you win with your j spins is what I'm talking about . That money is the money you want hitting the target amount to win the jackpot correct""",Gameplay/Technical Issues
1596,12/10/2024,livechat,"""K well what about the money it took off and the bonus I was just kicked out of""",Bonuses/Promotions Issues
13721,12/10/2024,livechat,"""The 120 isn't what I win with my spinsb tho how does that make sense""",Gameplay/Technical Issues
184,12/10/2024,telegram,"""I was playing an my account suddenly disabled again""",Account/Login Issues
12691,12/10/2024,livechat,"""I said do it""",Irrelevant/Other
12649,12/10/2024,livechat,"""jsut curious""",Irrelevant/Other
4796,12/10/2024,livechat,"""Is there any way you can credit it to my accountplease""",Account/Login Issues
2614,12/10/2024,telegram,"""Kk thank you very much yes maybe Becky would be just perfect""",Irrelevant/Other
1765,12/10/2024,telegram,"""You should to check thou is your job""",Irrelevant/Other
2944,12/10/2024,telegram,"""Hi I won on jackpots mania but how can I access the win to keep playing?""",Account/Login Issues
2943,12/10/2024,telegram,"""I didn’t know I could do that. I’m going to figure this out. How the 100 dollar spins magically disappeared from my history x""",Gameplay/Technical Issues
3561,12/10/2024,livechat,"""A higher up supervisor or someone I did nothing""",Irrelevant/Other
13468,12/10/2024,livechat,"""Ok I had 2 deposits tho""",Deposit/Payment Issues
1886,12/10/2024,livechat,"""Code dont work""",Irrelevant/Other
9927,12/10/2024,livechat,"""When I click on the game it doesnt say anything about free spins""",Bonuses/Promotions Issues
12511,12/10/2024,livechat,"""I deposited and lost it all last night""",Deposit/Payment Issues
13447,12/10/2024,livechat,"""I just used it then""",Irrelevant/Other
13994,12/10/2024,livechat,"""is this a scam""",Irrelevant/Other
13669,12/10/2024,livechat,"""Yo deposite 100 is correct""",Deposit/Payment Issues
13269,12/10/2024,livechat,"""I don't and am not enjoying being kicked out of the games repeatedly. Makes it impossible to get anywhere""",Gameplay/Technical Issues
13815,12/10/2024,livechat,"""On my sold""",Irrelevant/Other
13355,12/10/2024,livechat,"""Please can i have fs""",Irrelevant/Other
13526,12/10/2024,livechat,"""I did a deposit and isn’t showing in my casino account""",Account/Login Issues
12321,12/10/2024,livechat,"""And I don't even live in the usa""",Irrelevant/Other
12549,12/10/2024,livechat,"""Listen it can take up 3 days but it can be cashed out instantly as well ?""",Irrelevant/Other
13740,12/10/2024,livechat,"""Pls as one time thing""",Irrelevant/Other
12996,12/10/2024,livechat,"""Is there a way to check a specific game? It's not working with any of the troubleshooting""",Gameplay/Technical Issues
2537,12/10/2024,livechat,"""Cuz I do believe that I should of gotten something""",Irrelevant/Other
13806,12/10/2024,livechat,"""Perfect thanks, I'm a sponsored streamer onsite and I'm about to go live so I need my balance loaded up.""",Irrelevant/Other
12887,12/11/2024,livechat,"""I have sent my utility bill, it was declined.""",Irrelevant/Other
13638,12/11/2024,livechat,"""Hey Dave, my Litecoin says it finished on black chain but I don’t see it in my balance""",Irrelevant/Other
2964,12/11/2024,telegram,"""It says my account is temporarily suspended I'm signed but it won't let me do anything""",Account/Login Issues
2460,12/11/2024,telegram,"""Can you please confirm my cashout?""",Withdrawal/Cashout Issues
13555,12/11/2024,livechat,"""that comes up when I deposit""",Deposit/Payment Issues
12882,12/11/2024,livechat,"""i have been qualified every week that’s just so weird""",Irrelevant/Other
13445,12/11/2024,livechat,"""I’m seeing here the all having been approved""",Irrelevant/Other
14027,12/11/2024,livechat,"""It shows.10 from something else please check on it""",Irrelevant/Other
13656,12/11/2024,livechat,"""this is no sense""",Irrelevant/Other
13404,12/11/2024,livechat,"""slots Counts 100 %""",Irrelevant/Other
13044,12/11/2024,livechat,"""I see what has occurred thanks.""",Irrelevant/Other
13694,12/11/2024,livechat,"""I don’t mean to be rude with you nova""",Irrelevant/Other
12710,12/11/2024,livechat,"""Why can’t I redeem my free spins""",Bonuses/Promotions Issues
13071,12/11/2024,livechat,"""Why can’t I redeem my free spins in my promotional page?""",Bonuses/Promotions Issues
1302,12/11/2024,telegram,"""Hey are you able to refer a friend""",Irrelevant/Other
2976,12/11/2024,telegram,"""Cause I want to deposit and not have to deal with any wagering issues if I win""",Deposit/Payment Issues
2976,12/11/2024,telegram,"""Is my account linked to any promotions?""",Account/Login Issues
12661,12/11/2024,livechat,"""The system been acting weird in my end I guess""",Irrelevant/Other
12708,12/11/2024,livechat,"""one was a 50 i believe and the other a 30. youd have to check the history becausse i dont recall""",Irrelevant/Other
2933,12/11/2024,telegram,"""So I’m trying to make a despite but cashapp is stopping me from doing so""",Irrelevant/Other
2986,12/11/2024,telegram,"""Why am I suspended""",Irrelevant/Other
1031,12/11/2024,telegram,"""I won the free spins with three red diamonds""",Bonuses/Promotions Issues
1031,12/11/2024,telegram,"""Hello I lost my bonus it was a big one""",Bonuses/Promotions Issues
1329,12/11/2024,livechat,"""I dont understand why 15000NOK would work and not 40. But we will se i guess""",Irrelevant/Other
13919,12/11/2024,livechat,"""My recent cash out has not been processed? Is there something wrong?""",Irrelevant/Other
12935,12/11/2024,livechat,"""the mifinity option is gone""",Irrelevant/Other
13681,12/11/2024,livechat,"""I was just short""",Irrelevant/Other
13611,12/11/2024,livechat,"""Hello I did all the steps to get my bonus spins to work and they still are not working""",Bonuses/Promotions Issues
13731,12/11/2024,livechat,"""It was somewhere around 190$ I believe""",Irrelevant/Other
13319,12/11/2024,livechat,"""Oh ok and also how come i cant withdraw""",Withdrawal/Cashout Issues
11982,12/11/2024,livechat,"""I already spoke to someone here they gave me instructions to send screenshot of my last load then they would close my account which then I would be able to open a new account with new email""",Account/Login Issues
13636,12/11/2024,livechat,"""Hey I was wondering if I still have an account with you's""",Account/Login Issues
12751,12/11/2024,livechat,"""Yes when I signed up it said 100 free spins""",Bonuses/Promotions Issues
13815,12/11/2024,livechat,"""I have. It has been completed.""",Irrelevant/Other
12986,12/11/2024,livechat,"""will not load""",Irrelevant/Other
13786,12/11/2024,livechat,"""None of my bonuses will load""",Bonuses/Promotions Issues
13716,12/11/2024,livechat,"""Will do thank you""",Irrelevant/Other
13133,12/11/2024,livechat,"""Oh my god please transfer me to a human""",Withdrawal/Cashout Issues
13350,12/11/2024,livechat,"""I don’t know any I sent the bank statement already""",Irrelevant/Other
1597,12/11/2024,telegram,"""I don't see my wensday spins""",Gameplay/Technical Issues
13546,12/11/2024,livechat,"""that’s like stealing money""",Irrelevant/Other
2985,12/11/2024,telegram,"""Like Where the money is from""",Irrelevant/Other
13345,12/11/2024,livechat,"""it does not work. I have tried to send a screenshot the games. The free spins are not working just reset them.""",Bonuses/Promotions Issues
13181,12/11/2024,livechat,"""The rest of the verification process is not letting me download any of my other documents PDF and screenshots""",Irrelevant/Other
12660,12/11/2024,livechat,"""i cant go.in and.continue""",Irrelevant/Other
13154,12/11/2024,livechat,"""CAN you show an example because i tried everything""",Irrelevant/Other
13178,12/11/2024,livechat,"""Last deposit was 50 dollars""",Deposit/Payment Issues
13512,12/11/2024,livechat,"""that is all today thank you""",Irrelevant/Other
14256,12/11/2024,livechat,"""When are they active ?""",Irrelevant/Other
14021,12/11/2024,livechat,"""I won’t free spins on top of my free spins and can’t even finish playing those""",Bonuses/Promotions Issues
13832,12/11/2024,livechat,"""there is only one 200 spin free play""",Gameplay/Technical Issues
14141,12/11/2024,livechat,"""I did it 3 times""",Irrelevant/Other
1046,12/11/2024,livechat,"""I just now inquied""",Irrelevant/Other
14235,12/11/2024,livechat,"""Great thanks!""",Irrelevant/Other
14103,12/11/2024,livechat,"""i I won over a thousand dollars""",Irrelevant/Other
13812,12/11/2024,livechat,"""i don’t understand""",Irrelevant/Other
13072,12/11/2024,livechat,"""i won over a thousand and cashed out""",Irrelevant/Other
1463,12/12/2024,livechat,"""Hi on my jackpots mania spins it says I won't 100 free spins so I ever get to play those""",Bonuses/Promotions Issues
13868,12/12/2024,livechat,"""But it shows I have to wait on the rewards. I should have some today""",Irrelevant/Other
14077,12/12/2024,livechat,"""so sure, $100 out of that i can keep -- so $516.06 you can deduct""",Irrelevant/Other
2480,12/12/2024,livechat,"""Usually I get them on Thursday""",Irrelevant/Other
14209,12/12/2024,livechat,"""the email you showed m e""",Irrelevant/Other
11770,12/12/2024,livechat,"""Is my money on the block chain""",Irrelevant/Other
2498,12/12/2024,livechat,"""Found it tried to go to the game and gave me the same message""",Gameplay/Technical Issues
13353,12/12/2024,livechat,"""how are you""",Irrelevant/Other
13720,12/12/2024,livechat,"""Hello jack""",Irrelevant/Other
13239,12/12/2024,livechat,"""What? What ip?""",Irrelevant/Other
12937,12/12/2024,livechat,"""what the deduction was""",Irrelevant/Other
11243,12/12/2024,livechat,"""It's the same method I used for deposit all times""",Deposit/Payment Issues
13578,12/12/2024,livechat,"""My Wednesday spins have not come yet""",Gameplay/Technical Issues
3021,12/12/2024,telegram,"""Sorry, one moment.😅""",Irrelevant/Other
3021,12/12/2024,telegram,"""Great. Thanks for the help.😁""",Irrelevant/Other
157,12/12/2024,telegram,"""So I been getting this error after trying to play Buffalo express""",Gameplay/Technical Issues
792,12/12/2024,livechat,"""Arguing with a machine are you fucking kidding me. You make it so difficult just to speak to a fucking human""",Irrelevant/Other
13031,12/12/2024,livechat,"""sure thing""",Irrelevant/Other
13146,12/12/2024,livechat,"""I have 2 accounts""",Account/Login Issues
1324,12/12/2024,livechat,"""Just completely ignore me and keep making me angry. Fucking awesome system""",Irrelevant/Other
14207,12/12/2024,livechat,"""I was speaking to a customer service representative. They were supposed to find out why I cannot cash out. I have no active bonuses.""",Bonuses/Promotions Issues
13032,12/12/2024,livechat,"""There's only 20""",Irrelevant/Other
14294,12/12/2024,livechat,"""That would be great""",Irrelevant/Other
987,12/12/2024,telegram,"""I have had game providers wrong before.They said I didn't win the minor jackpot when I did then I got a shot of each spin and counted it for them and was given my 1000""",Gameplay/Technical Issues
14270,12/12/2024,livechat,"""trying to make a deposit i don't do crypto cuz not educated in it""",Deposit/Payment Issues
13827,12/12/2024,livechat,"""i mean i dont understand""",Irrelevant/Other
13832,12/12/2024,livechat,"""Going back to my old site gnight""",Irrelevant/Other
13499,12/12/2024,livechat,"""I can t send screenshot x update my profile""",Irrelevant/Other
13319,12/12/2024,livechat,"""i can confirm""",Irrelevant/Other
13876,12/12/2024,livechat,"""ok its been 10 minutes but not payout yet""",Withdrawal/Cashout Issues
14101,12/12/2024,livechat,"""Yes, please transfer me""",Withdrawal/Cashout Issues
12892,12/12/2024,livechat,"""Thats pdf but they want bills that i don't have""",Irrelevant/Other
13298,12/12/2024,livechat,"""So how much can I withdraw ?""",Withdrawal/Cashout Issues
14484,12/12/2024,livechat,"""I'm going to see if it there ...is it ok to leave the chat""",Irrelevant/Other
14302,12/12/2024,livechat,"""oh ok now that I know that does make sense!!""",Irrelevant/Other
817,12/12/2024,livechat,"""Do you guys no longer use moon pay""",Irrelevant/Other
13471,12/12/2024,livechat,"""is there any chance you can help me out with my 30 free spins for my weekly spin drop? I thought I got all week to actually play them. I’ve been so busy at work back to back. I hadn’t had a chance to turn it to play the 30 free spins, but I thought I had all week.""",Bonuses/Promotions Issues
13720,12/12/2024,livechat,"""My account got locked""",Account/Login Issues
13291,12/12/2024,livechat,"""My freee spins wouldn’t work""",Gameplay/Technical Issues
13671,12/12/2024,livechat,"""Account disabled""",Account/Login Issues
13944,12/12/2024,livechat,"""do you know how much i earn from the cashback tomorrow this week?""",Bonuses/Promotions Issues
13253,12/12/2024,livechat,"""Dont talk thah site didnt recive money cuz bit starz send my that money was recived and i still didnt get my money""",Irrelevant/Other
13660,12/12/2024,livechat,"""It's not an exception as it clearly said 10.09""",Irrelevant/Other
14557,12/12/2024,livechat,"""I haven't received any emails, I filled out my profile. An hour has passed already!!!""",Irrelevant/Other
13348,12/12/2024,livechat,"""No, thanks""",Irrelevant/Other
14001,12/12/2024,livechat,"""This is wrong""",Irrelevant/Other
14443,12/12/2024,livechat,"""I would have to place a bet to make the catch""",Irrelevant/Other
893,12/12/2024,livechat,"""but yeh this weird issue""",Irrelevant/Other
13030,12/12/2024,livechat,"""I was told I get 60 spins a day for 3 days because my welcome bonus and match deposit was some messed up. So I was told I got ,60 free spins everyday for 3 days""",Deposit/Payment Issues
1836,12/13/2024,livechat,"""Could you please check on my deposit""",Deposit/Payment Issues
1374,12/13/2024,telegram,"""Are you alive person or are you a bot""",Irrelevant/Other
1374,12/13/2024,telegram,"""Do you speak English or do you have to translate everything I send you""",Irrelevant/Other
13976,12/13/2024,livechat,"""i was going to double down but the games is over""",Gameplay/Technical Issues
13245,12/13/2024,livechat,"""Didn’t get my piggy spins after my deposit….""",Deposit/Payment Issues
2006,12/13/2024,livechat,"""Hey something going on with my 30 free spins and usd view""",Bonuses/Promotions Issues
1349,12/13/2024,livechat,"""Still not there😕""",Irrelevant/Other
13883,12/13/2024,livechat,""" i spend thousands a month at casinos online you guys only get a small percentage because of things never making sense""",Irrelevant/Other
1488,12/13/2024,livechat,"""No ill show u the last withdrawal I recieved before this one""",Withdrawal/Cashout Issues
13591,12/13/2024,livechat,"""it wqont go to the page for me to reset my poasswod""",Irrelevant/Other
961,12/13/2024,livechat,"""So why would my withdrawal go to some address i never put in this is twice it's happened""",Withdrawal/Cashout Issues
2015,12/13/2024,livechat,"""Let me talk to nick""",Irrelevant/Other
13216,12/13/2024,livechat,"""I mean I think I deserve it right?!""",Irrelevant/Other
1872,12/13/2024,livechat,"""MOREYOU GUYS SCEW""",Irrelevant/Other
14394,12/13/2024,livechat,"""I spend a lot of money with you guys what the heck is going on""",Irrelevant/Other
1137,12/13/2024,livechat,"""Why would my money go anywhere but where I request it to go to""",Irrelevant/Other
13455,12/13/2024,livechat,"""Why is my account suspended""",Account/Login Issues
14547,12/13/2024,livechat,"""or bank statement which was still declined?""",Irrelevant/Other
14472,12/13/2024,livechat,"""I'm good thank you""",Irrelevant/Other
13376,12/13/2024,livechat,"""Hi What’s going on with my account?""",Account/Login Issues
1745,12/13/2024,livechat,"""It's been the same number for weeks for months I've been made at least 10 or more deposits just today alone within the 12 hours prior to the deposit which I lost and come on seriously I'm supposed to check it You guys can't give me back my 60 bucks and you guys make plenty of money what's the deal can I be can I have a phone number where I can talk to some management or something""",Deposit/Payment Issues
13685,12/13/2024,livechat,"""Maybe i will give up and do something else?""",Irrelevant/Other
14254,12/13/2024,livechat,""" sorry it I was rude""",Irrelevant/Other
13682,12/13/2024,livechat,"""Okay no problem that would be great if you can do that""",Irrelevant/Other
13329,12/13/2024,livechat,"""So the thing is i had a level up bonus that I was never made aware of and it expired. That should’ve been something I was informed of otherwise it shouldn’t expire because I put then money in so I could level up and that’s like really pretty lame that it would expire without me even knowing  I even had that bonus there""",Bonuses/Promotions Issues
14564,12/13/2024,livechat,"""Hello, so 4 whirtdraw methodes are refused from you! What now""",Irrelevant/Other
14677,12/13/2024,livechat,"""I want only whirtdraw my first money not mire""",Irrelevant/Other
14577,12/13/2024,livechat,"""so I know it’s possible""",Irrelevant/Other
1510,12/13/2024,livechat,"""I am trying to use the code to access free spins""",Account/Login Issues
9075,12/13/2024,livechat,"""when I logged back on I had 15 free s;pins but they were totally different and the experation was different also""",Irrelevant/Other
223,12/13/2024,telegram,"""Why didn’t I get my bonus""",Bonuses/Promotions Issues
14243,12/13/2024,livechat,"""I have no idea what your talking about with the security question I do not remember choosing a question or answering the question so I don't know how that's how am I supposed to resolve that I'll work on the other thing for now sorry I'm frustrated""",Irrelevant/Other
14751,12/13/2024,livechat,"""That's like my whole problemlike my whole problem""",Irrelevant/Other
14342,12/13/2024,livechat,"""An error occurred while I was playing the buffalo game""",Gameplay/Technical Issues
14522,12/13/2024,livechat,"""My payout is incorrect. The 1500 euros and the 150 euros were without a bonus. I requested the payout before I started the bonus.\n\nThe 1500 euros and the 150 euros still need to be paid out to me, as they had nothing to do with the bonus.\""""",Withdrawal/Cashout Issues
13416,12/13/2024,livechat,"""I still haven't received it""",Irrelevant/Other
10311,12/13/2024,livechat,"""i cant seem to play my free spins""",Bonuses/Promotions Issues
11242,12/13/2024,livechat,"""vegas mission""",Irrelevant/Other
607,12/13/2024,livechat,""" No thank you have a good day""",Irrelevant/Other
107,12/13/2024,telegram,"""Nope not yet because I don’t know the answer for the security question.didn’t get any code for the answer""",Irrelevant/Other
13749,12/13/2024,livechat,"""but not the other 3""",Irrelevant/Other
13518,12/13/2024,livechat,"""just checkinf""",Irrelevant/Other
3337,12/13/2024,livechat,"""Fucking absurd they won't pay me the 205 I cashed out""",Irrelevant/Other
2704,12/13/2024,livechat,"""Could you check it out I have a hard time""",Irrelevant/Other
1664,12/13/2024,livechat,"""I made a $600 deposit at 10am and still has not been loaded to a""",Deposit/Payment Issues
13565,12/13/2024,livechat,"""Minutes please""",Irrelevant/Other
14436,12/13/2024,livechat,"""and can I get my bday bonus rn?""",Bonuses/Promotions Issues
14085,12/13/2024,livechat,"""Okay, thank yhuo""",Irrelevant/Other
13869,12/13/2024,livechat,"""]That's BS""",Irrelevant/Other
11087,12/14/2024,livechat,"""So there is nothing more I can get?""",Irrelevant/Other
14373,12/14/2024,livechat,"""Can you just tell me.""",Irrelevant/Other
14487,12/14/2024,livechat,"""and its not showing me my free spins""",Bonuses/Promotions Issues
14077,12/14/2024,livechat,"""can we just remove the suspension from my account and I’ll sort it out later""",Account/Login Issues
2089,12/14/2024,livechat,"""And i also cant speak to someone that does""",Irrelevant/Other
9716,12/14/2024,livechat,"""I need to wait for 24hrs?""",Irrelevant/Other
13721,12/14/2024,livechat,"""Yeah that's what I was saying I got them for USD deposit from before the litecoin deposits but nothing after them it's not that serious I'm just trying to find out if I didn't  deposit enough to get them or what happened""",Deposit/Payment Issues
1888,12/14/2024,livechat,"""Can u help me get my money back""",Irrelevant/Other
13502,12/14/2024,livechat,"""I sent .00013309""",Irrelevant/Other
14186,12/14/2024,livechat,"""im a loyal player but i havent played in so long lol""",Irrelevant/Other
14232,12/14/2024,livechat,"""That tells me you have memory, Dave.""",Irrelevant/Other
14407,12/14/2024,livechat,"""Where is it, Dave?""",Irrelevant/Other
2453,12/14/2024,livechat,"""You cant send a message. Hey player x is inquiring about becoming vip, can you see if he is eligable""",Irrelevant/Other
14919,12/14/2024,livechat,"""\n\n\n\nWhy was my account suspended""",Account/Login Issues
10829,12/14/2024,livechat,"""I don't get it""",Irrelevant/Other
14119,12/14/2024,livechat,"""Chatting on laptop""",Irrelevant/Other
14626,12/14/2024,livechat,"""I'm done here""",Irrelevant/Other
13828,12/14/2024,livechat,"""Ok have a good night thanks for your time""",Irrelevant/Other
13698,12/14/2024,livechat,"""This is what it showed me before I made a deposit then it disappeared""",Deposit/Payment Issues
14356,12/14/2024,livechat,"""first deposit free spins""",Deposit/Payment Issues
3115,12/14/2024,telegram,"""I just took picture with another device""",Irrelevant/Other
13621,12/14/2024,livechat,"""i uploaded them""",Irrelevant/Other
13628,12/14/2024,livechat,"""Can you Connect me with him""",Irrelevant/Other
13795,12/14/2024,livechat,"""So I'll have her log in how do I stay in contact with you""",Irrelevant/Other
3099,12/14/2024,telegram,"""Mean you are saying without me getting a unnecessary service contract on my name""",Irrelevant/Other
3099,12/14/2024,telegram,"""Rejected""",Irrelevant/Other
14245,12/14/2024,livechat,"""yes I did that and litecoin was not in there""",Irrelevant/Other
10791,12/14/2024,livechat,"""Just like I wasn't paying attention when you put the money on back in my account almost downtown I realized it was on there and I almost lost it all smooth move I like how""",Account/Login Issues
4687,12/14/2024,livechat,"""Hey scammer when you give my withdrawal""",Withdrawal/Cashout Issues
14000,12/14/2024,livechat,"""Ok ty so ur saying the fee to send was over 3 dollars""",Irrelevant/Other
14439,12/14/2024,livechat,"""it was recently""",Irrelevant/Other
14007,12/14/2024,livechat,"""It says deposit any amount""",Deposit/Payment Issues
12798,12/14/2024,livechat,"""i just recently moved to this complex and was not aware of the prior people that lived here""",Irrelevant/Other
13922,12/14/2024,livechat,"""but today i log in back for double check""",Irrelevant/Other
14121,12/14/2024,livechat,"""can you give me back""",Irrelevant/Other
14793,12/14/2024,livechat,"""You guys made a new wallet""",Irrelevant/Other
13954,12/14/2024,livechat,"""No that’s it have a great day""",Irrelevant/Other
